Product, Price
Lenovo Refurbished TP Yoga 11e Touch -Intel Pentium - 4 GB/128 GB SSD ,"KSh 17,599"
Lenovo Refurbished TP Yoga 11e Touch -Intel Pentium - 4 GB/128 GB SSD ,"KSh 17,599"
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 4GB RAM, Win","KSh 20,999"
"Lenovo ThinkPad T540 15.6"" FHD -2.6GHz Intel Core I7-4300M , 4GB RAM, ","KSh 24,000"
Raspberry Pi 4 Model B 2GB,"KSh 9,200"
"HP Refurbished ProBook 8440- Core I5 - 4GB - HDD 500GB - 14""- - Silver","KSh 15,900"
"HP Notebook 15-Intel Celeron-4GB RAM-256GB SSD-Windows 11-15.6""-Black+","KSh 33,999"
"HP Refurbished HP Probook 11 EE X360,Touchscreen,Dual Camera, Intel Pe","KSh 19,000"
"DELL Refurbished 3189 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" T","KSh 17,499"
"HP EliteBook X360 1030 G2 Refurbished Core I7 7th Gen, 16GB RAM, 512GB","KSh 58,999"
"DELL Refurbished 3189 Pentium Touchscreen - 4 GB/128 GB SSD 11.6""+FREE","KSh 18,900"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9470m, 14"" Intel Core I7 ","KSh 33,999"
"HP Refurbished EliteBook 8470p - 14"" - Core I5 - 4GB RAM - 500GB HDD -","KSh 18,000"
"Lenovo Refurbished Thinkpad 11E NON TOUCH 12"" CELERON 4GB RAM, 128GB S","KSh 15,675"
Apple Refurbished MacBook Pro Retina Display Core I5 8GB 256GB SSD 2.7,"KSh 65,899"
"HP Refurbished Core I5, 8GB Ram, 500GB HDD EliteBook 8440p, 2.4Ghz, + ","KSh 16,625"
HP EliteBook 840 G3 Intel Core I7 6th Gen Refurbished-16GB Ram-256GB S,"KSh 40,999"
HP Refurbished EliteBook 820 G3 Intel Core I5 8GB-256GB SSD + 500gb HD,"KSh 28,999"
"DELL Refurb Latitude E6420 - 14"" -Intel Core I5 - 500GB HDD - 4GB RAM,","KSh 16,499"
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 1TB HDD, 8GB RAM, Wi","KSh 25,999"
"DELL Refurbished 3189 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" T","KSh 17,200"
HP Refurbished Probook 11x360G2 CORE M 8GB RAM 256 HDD TOUCH SCREEN,"KSh 25,999"
Acer Refurbished Acer Aspire 5517- 15.6” Storage 250GB / 2GB – CD/DVD–,"KSh 17,999"
"HP Refurbished EliteBook 8460p Core I5, 4GB Ram, 500GB HDD","KSh 17,399"
HP Elitebook 840 Refurbished Intel Core I5 -4GB Ram -500 HDD-Dos - Bla,"KSh 23,999"
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 500GB HDD","KSh 21,999"
"HP Refurbished Folio 9480 EliteBook 14"" Intel Core I7 4GB, 500GB With ","KSh 32,000"
HP Refurbished Elitebook 2560P - Core I5 - 320GB/8GB RAM - Sliver - 12,"KSh 17,999"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen, Ram 8GB, Hdd 50","KSh 27,999"
Lenovo Ideapad 3-Intel Celeron (N Series)-1TB HDD-4GB RAM-Windows 10-1,"KSh 30,995"
"Apple MacBook Air, 8GB, Apple M1, 256GB SSD","KSh 315,000"
"Lenovo IDEAPAD S145-Celeron-1TB HDD,4GB RAM+WINDOWS 10","KSh 33,999"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 1TB HDD, 8GB RAM,","KSh 32,999"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram,500GB + FREE BAG","KSh 16,800"
"HP EliteBook 820 G3 Core I5 8GB-512GB SSD 6th Gen 12.5"" Refurbished Wi","KSh 33,999"
"HP ProBook 745 G3 - AMD A10 (8th Gen) - 14"" - 256GB SSD/8GB RAM - Wind","KSh 25,999"
HP REFURBISHED HP 3125/ 4GB RAM/320 HDD/AMD/BLACK STICKER+FREE WIRLESS,"KSh 15,800"
"HP ProBook 430 G3, Intel Core I5-6500U Processor, 8 GB RAM, 256GB SSD,","KSh 36,556"
HP REFURBISHED HP 3125/ AMD/4gB/320HDD/BLACK STICKER+FREE MOUSE+SLEEVE,"KSh 15,700"
"Asus TUF F15 Gaming Laptop, 15.6"" 144Hz FHD, Core I5 -10th Gen, 8GB RA","KSh 130,000 - KSh 140,000"
HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refur,"KSh 20,999"
HP EliteBook 820 G3 Touchscreen Intel Core I5 6th Gen Refurbished 8GB-,"KSh 25,999"
"HP Refurbished EliteBook 840 G3 Core I5 6th Gen, 8GB RAM 256GB SSD -14","KSh 26,999"
"HP Refurbished Elite X2 1012 G2 , 7th Gen Core I5, 16GB RAM, 256GB SSD","KSh 37,999"
HP EliteBook 840 G3 Intel Core I5 6th Gen Refurbished-8GB Ram-256GB SS,"KSh 30,874"
HP REFURBISHED ELITEBOOK *TOUCH SCREEN* 840 G3 6TH GEN CORE I5 4GB 256,"KSh 31,999"
"HP Elitebook 840 G5 (Intel Quad-Core I5-8250U, 8GB DDR4 RAM, 256GB SSD","KSh 39,900"
"HP Refurbished Elitebook 840 Core I5, 4GB RAM 500GB HDD -14"", Black","KSh 20,999"
"DELL Core I5, 8GB, 256 GB SSD Windows 10 Trial Refurbished Latitude 74","KSh 25,999"
"HP Refurbished Probook 6470b Intel Core I5 4GB Ram, 320GB HDD - Dove G","KSh 17,999"
HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 500GB HDD 6th Gen 12.5,"KSh 25,800"
"Asus TUF F15 Gaming Laptop, 15.6"" 144Hz FHD, Core I5 -10th Gen, 8GB RA","KSh 130,000 - KSh 140,000"
HP REFURBISHED 1030 G2 X360 TOUCHSCREEN CORE I5 16GB 512SSD GEN 7TH IN,"KSh 60,999"
"HP Refurbished Stream 11 Pro - 11.6"" - Intel Celeron N3050, 4GB RAM 64","KSh 14,960"
"Lenovo V14-Intel Celeron N4020-4GB RAM+1TB HDD-Windows 10-14"" Inch-Gre","KSh 28,995"
HP 6th Gen Corei5 -8GB Ram-500GB HDD-EliteBook 820 Refurbished -win10 ,"KSh 27,900"
HP Refurbished Probook 11x360G2 CORE M 8GB RAM 256 HDD TOUCH SCREEN,"KSh 25,999"
HP EliteBook 820 Core I5 4GB RAM 500gb Hdd Slim Ultrabook Laptop Refur,"KSh 20,999"
"HP ENVY X360 13M-BD1033DX Core I7, 8 GB Ram, 512 GB SSD, Windows 11,11","KSh 123,500"
"HP EliteBook 840 G3 Refurb , 6th Gen,8gb Ram 256ssd Touch Screen -2.4G","KSh 29,999"
"HP EliteBook 1040 G4 Refurbished , 7th Gen - 16gb RAM 256SSD, Core I5 ","KSh 44,999"
HP Refurbished EliteBook 8470p - Core I5 - HDD 500GB - 4GB RAM DVDRW C,"KSh 18,899"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram, 500GB.","KSh 15,900"
HP REFURBISHED HP 3125/ AMD/4gB/320HDD/BLACK STICKER+FREE MOUSE+SLEEVE,"KSh 15,700"
HP Refurbished Elitebook 2560P - Core I5 - 320GB/8GB RAM - Sliver - 12,"KSh 17,999"
HP REFURBISHED ELITEBOOK *TOUCH SCREEN* 840 G3 6TH GEN CORE I5 8GB 256,"KSh 31,999"
"HP Refubised Folio 1030 G2 X360 7th Gen Core I7 8gb Ram 512Gb SSD-13""","KSh 63,999"
"HP Refurbished Elite X2 1012 G1, 6th Gen Core M, 8GB RAM, 128GB SSD, 1","KSh 36,999"
"HP ProBook X360 11 G2 , Intel Core I5, 8 GB RAM, 256 GB SSD, 11.6″ HD ","KSh 23,999"
"Apple MacBook Air, 8GB, Apple M1, 256GB SSD","KSh 315,000"
"HP Refurbished EliteBook 810 G3,11.6"" Touchscreen Intel Core I5 8GB RA","KSh 21,000"
HP BRAND NEW SEALED CELERON HP 15 4GB RAM 500GB HDD 15.6'' INCHES Free,"KSh 40,999"
"HP Refurbished EliteBook 840 G1 Core I5 5th Gen 4GB, 500GB HDD","KSh 21,000"
HP Notebook 15 I5 12gb Ram - 1tb Hard Disk Windows 10 + Free Back Bag,"KSh 85,000"
"HP Refurbished Revolve 810- Core I5 G3- 8GB RAM /256GB SSD - 11.6""- Sl","KSh 20,999"
"HP 16GB, 256 GB SSD 7th Generation Refurbished EliteBook 840 G4 Intel ","KSh 36,000"
"HP Refurbished ProBook 645 G2 - AMD A8 (6th Gen) - 14"" - 500GB/8GB RAM","KSh 23,999"
HP EliteBook 820 G3 Intel Core Ci5-6h - 8GB RAM - 256 SSD Refurbished,"KSh 23,499"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + W","KSh 29,999"
"HP ProBook 745 G3 - AMD A10 (8th Gen) - 14"" - 256GB SSD/8GB RAM - Wind","KSh 25,999"
"HP Refurbished Probook 450 G1 Core I5 - 1TB- 8GB RAM -15.6"" Full Keybo","KSh 29,999"
"HP Refurbished Folio 9470m- 14"" Intel Core I5 4GB RAM 500GB HDD Win 10","KSh 23,999"
"DELL Core I5, 8GB, 256 GB SSD Windows 10 Trial Refurbished Latitude 74","KSh 24,999"
HP Refurbished 6th Generation EliteBook 840 G3 Core i5-8GB - 500 GB - ,"KSh 29,999"
Lenovo Refurbished Thinkpad T440p-Core I5-4GB RAM-500GB- DVDRW CAM - 1,"KSh 27,999"
HP Intel Core I5 Ram 4gb - Ssd 128gb Refurbished Revolve 810 Convertib,"KSh 19,000"
"HP REFURBISHED ELITEBOOK 8460 CORE I5,8GB RAM ,500GB HDD 14' INCHES+ F","KSh 17,500"
HP Intel Core I5 Ram 8gb - Ssd 256gb Refurbished Revolve 810 Convertib,"KSh 21,375"
HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 256GB SSD 6th Gen + FR,"KSh 25,299"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 1TB HDD, 8GB RAM,","KSh 31,999"
HP Clean Refurbished ProBook 640 G1 Core I7 4th Gen 500GB HDD 8GB RAM ,"KSh 23,999"
"HP REFURBISHED HP ELITEBOOK 840 G1 4TH GEN CORE I5 8GB 500HDD "" TOUCH ","KSh 22,999"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 4GB, 500GB 12.5""- Blac","KSh 18,500"
"HP Elitebook Refurbished 8460p, 8GB RAM, 1TB HDD, Intel Core I5 + FREE","KSh 20,805"
Apple Refurbished MacBook Pro 13 Core I5 16GB 1TB HDD 2.5GHz 2012 13.3,"KSh 40,899"
"Lenovo ThinkPad T470s 14 FHD Laptop - Intel Core I7-7600U, 8GB RAM, 25","KSh 34,000"
"HP Refurbished Elitebook 820 G3 Business, 12.5"", Intel Core I5-6300U 2","KSh 22,500"
"Lenovo Ideapad 3-11th Gen Intel Core I7-16GB RAM+1TB SSD-15.6"" FHD-WIN","KSh 83,999"
"HP ProBook X360 11 G2 , Intel Core I5, 8 GB RAM, 128 GB SSD, 11.6″ HD ","KSh 20,999"
"HP EliteBook 840 G3 Core I5 16GB-256GB SSD 6th Gen 14"" Refurbished Win","KSh 31,500"
"HP Refurbished ProBook 440G1 X360 14"" 8th Gen Core I5 16GBRAM 256GB SS","KSh 49,499"
"Apple Refurbished MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 1TB HDD (201","KSh 35,500"
HP EliteBook 830 G5 Core I5 8th Generation 8GB 256GB 13.3 Inch Windows,"KSh 45,999"
HP EliteBook 820 G3 Touchscreen Intel Core I5 6th Gen Refurbished 8GB-,"KSh 27,499"
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 8GB RAM, Bla","KSh 23,500"
"HP Refurbished Revolve 810 Core I5 12GB RAM, 256GB SSD, 11.6""- Sliver","KSh 23,999"
"DELL Latitude E7250-Intel Core I5 8GB-256GB SSD-12.5"" Refurbished -WIN","KSh 24,800"
"HP Notebook 15-Intel Celeron-4GB RAM-256GB SSD-Windows 11-15.6""-Black+","KSh 35,599"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I7 ","KSh 38,000"
HP 8GB RAM -256GB SSD Refurbished EliteBook Folio 1040 G1- Core I5- Wi,"KSh 39,000"
"Lenovo Refurbished Thinkpad X130e 12"" AMD 4GB RAM, 320GB HDD - Black","KSh 13,931"
HP EliteBook 820 G3 Intel Core I5 - 8GB RAM - 500GB HDD Refurbished+ B,"KSh 26,599"
"Lenovo Refurbished Thinkpad X260 6th Gen 12.5 Inches, Intel Core I5 8G","KSh 23,800"
"HP EliteBook 810 G3,11.6"" Touchscreen Intel Core I5 8GB RAM 256GB SSD ","KSh 26,999"
"Lenovo Refurbished Thinkpad X131e 12"" AMD 4GB RAM, 320GB HDD - Black","KSh 13,502"
HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbis,"KSh 30,999"
HP Refurbished EliteBook 840 G4 Core I7-7600U -8GB - 256 SSD – Win 10 ,"KSh 42,000"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB Ram, 256SSD ","KSh 29,950"
"Lenovo Refurbished ThinkPad Yoga 11e Intel Celeron, 11.6'' SCREEN, X36","KSh 16,500"
"Asus E410-Intel Celeron (N Series)-14"" FHD-4GB RAM+128GB SSD-Windows 1","KSh 29,995"
"Lenovo Refurbished ThinkPad Yoga 11e Intel Celeron,X360 8GB RAM ,500GB","KSh 19,800"
"Lenovo IDEAPAD S145-Celeron-1TB HDD,4GB RAM+WINDOWS 10+ANTITHEFT BAG+1","KSh 35,999"
"HP Refurbished HP Probook 11 EE X360,Touchscreen,Dual Camera, Intel Pe","KSh 19,500"
HP Corei5 -8GB Ram-256GB SSD-EliteBook 820 Refurbished -windows 10 Off,"KSh 23,900"
"HP Refurbished ProBook X360 11 G2 , Intel Core I5 7th Gen., 8GB RAM, 5","KSh 25,999"
"HP Refurbished EliteBook 840 G4 Core I5 8GB 256GB SSD 14"" Touchscreen ","KSh 31,850"
"HP Refurbished 3105M 320GB HDD 4GB RAM Black & Silver 12""","KSh 11,500"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 500HDD, 4GB RAM, ","KSh 23,999"
HP ProBook 635 Aero G7 Notebook PC Refurbished Ryzen 3 Processor 2.7gh,"KSh 50,000"
"HP Refurbished EliteBook 8460p Core I5, 4GB Ram, 500GB + FREE Mouse","KSh 17,590"
HP EliteBook 840 G3 Intel Core I7 6th Gen Refurbished-8GB Ram-256GB SS,"KSh 38,950"
"DELL Refurbished XPS 13 9365 13.3"" 8th Gen Core I5-8200U, 8GB RAM, 256","KSh 56,999"
HP Elitebook 840 G1 8GB RAM 1 TB Storage Refurbished Intel Core I5,"KSh 28,800"
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 256GB SSD ( 2012) 2","KSh 33,500"
Lenovo Ideapad 3-Intel Celeron (N Series)-1TB HDD-4GB RAM-Windows 10-1,"KSh 29,995"
Apple Refurbished MacBook Pro 13 Core I5 16GB 1TB HDD 2.5GHz 2012 13.3,"KSh 42,899"
HP Refurbished Elitebook 1030 G3 X360 Core I5 8GB 512GB SSD 2in1 13.3 ,"KSh 52,800"
"HP Pro X2 612 Detachable Core I5, Refurbished 4GB Ram, 256GB SSD,12"" +","KSh 32,999"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + C","KSh 30,999"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram, 500GB + Free Wireless","KSh 17,990"
"DELL Latitude 7400 Refurbished Core I7-8665U 8th Gen, 8GB RAM, 256GB S","KSh 49,999"
"Lenovo Refurbished Thinkpad X240 Intel Core I5, 8GB RAM, 500 GB HDD 12","KSh 20,900"
"Lenovo Refurbished Thinkpad X131e 12.5"" Intel Celeron 4G RAM, 320GB HD","KSh 15,995"
"HP Refurbished EliteBook 840 G4 16GB, 256 GB SSD ,7th GEN ,Intel Core ","KSh 35,000"
"HP Refurbished EliteBook 840 G1 Intel Core I5 14"" 500GB HDD 8GB Ram - ","KSh 24,945"
Raspberry Pi 4 Model B 4GB,"KSh 11,500"
Generic 5xCooler USB Laptop Portable Mini Vacuum Air Cooling Fan Extra,"KSh 8,772"
"HP Notebook 15-Intel Celeron-4GB RAM-256GB SSD-Windows 11-15.6""-Black+","KSh 37,999"
Lenovo Refurbished TP Yoga 11e Touch Screen- Intel Celeron 4GB 320GB 1,"KSh 16,499"
"HP Refurbished EliteBook 820 G3 Core I5 6th Gen, 8GB RAM 500 GB SSD -1","KSh 24,300"
"HP Refurbished EliteBook 840 G2 Core I5 5th Gen 8GB, 500GB HDD DOS, Si","KSh 24,500"
"HP Refurbished EliteBook 820 G2 INTEL Core I5 5th Gen 8GB RAM 500GB, W","KSh 23,000"
"HP Clean Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windo","KSh 21,999"
"HP Refurbished EliteBook 840 G4 Core I5 8GB 256GB SSD 14"" Touchscreen ","KSh 32,800"
"HP ProBook 440 G5 ,Intel Core I5 8th Gen 8GB RAM 256GB SSD Refurbished","KSh 39,234"
HP Refurbished Elitebook 2570P - Core I5 - 500GB/4GB RAM - Sliver - 12,"KSh 16,999"
"Lenovo ThinkPad X1 Carbon Refurbished Ultrabook 14"" Intel® Core™ I7 16","KSh 60,000"
HP Refurbished Hp Elitebook 840 G3 Intel Core I7 6th Generation 8GB RA,"KSh 39,999"
HP Refurbished ProBook 11 G2 Touchscreen Intel Core I3 6th Gen 4GB 500,"KSh 18,991"
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7, 8GB RAM-SSD 256GB -","KSh 37,399"
"HP 250 G8 - 15.6"" - Intel Celeron - 1TB HDD - 4GB RAM - DOS - Black","KSh 32,999"
"Apple MacBook Pro (13-inch, 2017) Intel Core I5 8Gb RAM, 256Gb SSD - S","KSh 75,000"
"HP Refurbished EliteBook X360 1030 G2 13.3"" Intel Core I5 2.6 GHz, 8GB","KSh 46,999"
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 8GB RAM, 256GB","KSh 40,999"
HP Refurbished EliteBook Core I5 - HDD 320GB - 4GB RAM WIFI CAM Silver,"KSh 16,899"
DELL Refurbished Latitude E7270 Core I7 8GB 256GB SSD 6th Gen 12.5 Inc,"KSh 29,899"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 4th Gen 14,"KSh 31,699"
"HP Refurbished ProBook X360 11E 4GB 128GB SSD 2-in-1 12"" Touchscreen S","KSh 17,399"
"HP Refurbished ProBook 4520s, 4GB Ram, 320GB HDD, Intel Core I3","KSh 18,999"
"HP Refurbished Revolve 810- Core I3- 4GB RAM /128GB SSD - 11.6""- Slive","KSh 18,499"
"HP Refurbished EliteBook Folio 9470m - 14"" Core I5,4gb Ram,500gb Hdd-F","KSh 22,500"
Lenovo Refurbished TP Yoga 11e NON TOUCH Screen- Intel Celeron 4GB 500,"KSh 14,900"
"HP EliteBook 820 G3 Core I7 16GB-256GB SSD 6th Gen 12.5"" Refurbished W","KSh 36,100"
"Lenovo Ideapad 3-Intel® Celeron®-1TB HDD-4GB RAM-15.6""-Windows 10-Grey","KSh 31,000"
HP Refurbished Elitebook 810 Revolve G3 -Core I5 Ram 8gb - Ssd 256gb -,"KSh 22,999"
DELL Refurbished XPS 13 L322X Core I5 Ssd 128gb Ram 8gb 13inches - Sil,"KSh 26,999"
"HP Refurbished EliteBook Folio 9470 G1 14"" Intel Core i5 4GB, 500GB","KSh 24,999"
"HP Stream 11 Pro Refurbished - 11.6"" Intel Celeron 4GB RAM 64GB SSD Ul","KSh 14,980"
"DELL Refurbished Latitude 3189, 6th Gen 4GB, 128GB SSD TOUCHSCREEN X36","KSh 19,899"
HP Refurbished Revolve 810 G3 - Intel Core I7 Ram 8gb - Ssd 256gb - 11,"KSh 31,499"
DELL 3180 Intel Celeron 4GB Ram / 128 Ssd Refurbished - Black + Free H,"KSh 18,599"
"HP Clean Refurbished ProBook 640 G1 Core I5, 8GB RAM, 500GB HDD, Windo","KSh 21,999"
Generic Six-fan Laptop Cooler Rapid Cooling Low Noise Laptop Cooler Ad,"KSh 2,625"
HP ENVY X360 13m-bd1033dx Touchscreen Intel® Core™ I7-1195G7 (up To 5.,"KSh 144,000"
"HP Refurbished ProBook 645 G2 - AMD A8 (6th Gen) - 14"" - 500GB/4GB RAM","KSh 18,999"
"Lenovo Refurbished X1 Carbon 14"" Intel Core i5 8GB, 256GB SSD - Black","KSh 44,000"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 4GB, 500GB 12.5"" - Bla","KSh 20,299"
"Asus E410-Intel Celeron (N Series)-14"" FHD-4GB RAM+128GB SSD-Windows 1","KSh 38,999"
Apple Refurbished MacBook Pro 13 Retina 2015 Core I5 8GB 256GB SSD 2.7,"KSh 62,899"
HP Refurbished HP EliteBook 820 G1 Core I5 4GB RAM 500GB Windows10,"KSh 19,000"
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM 1TB HDD 2.5GHz (2012","KSh 35,000"
"HP Spectre X360 2020 GEM Cut 13.3 Inch FHD Touch Laptop, Intel I7-1065","KSh 100,000"
"HP Refurbished EliteBook 840 G3 Core I5 6th Gen,Ram 8GB, Hdd 500GB Tou","KSh 29,999"
"Apple Refurbished MacBook Pro 13""- Core I5 2.4GHz -16GB RAM, 1TB HDD (","KSh 50,000"
HP EliteBook 820 G3 Intel Core I5 6th Gen Refurbished 16GB-500GB HDD S,"KSh 28,500"
Apple Macbook Pro,"KSh 38,000"
"Apple Refurbished MacBook Pro (2013) Retina - 13"" - Core I7 - 16GB RAM","KSh 58,000"
HP Refurbished CPU Intel Corei3 6100 4GB RAM 500GB Windows Hpo,"KSh 19,999"
HP Refubised Folio 1030 G2 X360 7th Gen Core I7 8gb 256ssd 2.8ghz Wind,"KSh 67,000"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 4th Gen 14,"KSh 31,999"
"HP REFURBISHED EliteBook X360 1030 G2 13.3"" Intel Core I7 2.9 GHz, 16G","KSh 65,000"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9470m, 14"" Intel Core I5 ","KSh 29,000"
HP Refurbished EliteBook 840 G3 Intel Core I7 6th Gen -16GB Ram - 512G,"KSh 53,000"
"HP 15-DA3007NIA - 15.6"" - Intel Core I3 - 1TB HDD - 4GB RAM - DOS - Bl","KSh 49,999"
HP Elitebook 840 Refurbished Intel Core I5 -8GB Ram -500GB HDD-Dos - B,"KSh 24,499"
"HP Refurbished ProBook 640, Intel Core I5, 500GB HDD, 4GB RAM + Free F","KSh 22,990"
Lenovo BRAND NEW SEALED IDEAPAD 3 CORE I3 4GB 1TB 15.6'' INCHES,"KSh 50,999"
HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 500HDD 14' INCHES,"KSh 19,999"
HP REFURBISHED ELITEBOOK *TOUCH SCREEN*840 G3 6TH GEN CORE I5 8GB 256 ,"KSh 31,999"
"Lenovo Refurbished ThinkPad X131e 12.5"" Intel Celeron 4GB RAM, 500GB H","KSh 15,675"
Lenovo Refurbished Thinkpad T440p-Core I5-8GB RAM-1TB HDD- DVDRW CAM -,"KSh 35,999"
"Lenovo ThinkPad T480s,Core I7-8th Gen,16GB RAM, 256GB SSD, Windows 10 ","KSh 53,389"
"DELL Refurbished 3189 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" T","KSh 17,900"
"Toshiba R732 Core I5 Refurbished -4GB Ram -256GB SSD - Black- 14""-Dos","KSh 24,995"
HP EliteBook 840 G3 Intel Core I5 8GB-256GB SSD Touchscreen 6th Gen Si,"KSh 30,999"
HP Refurbished EliteBook 840 G1 Core I7 500GB 4GB RAM 14 Inch Windows ,"KSh 25,999"
HP Elitebook 840 G1 8GB RAM 1 TB Storage Refurbished Intel Core I5,"KSh 28,000"
"Apple Sleek MacBook Air (Retina, 13-inch, 2020) Intel Core I3, 8Gb RAM","KSh 75,000"
"DELL Refurbished Latitude 7390 X360 Core I5, 8GB RAM, 256GB SSD 13.3 I","KSh 39,999"
DELL Latitude E6430 Refurbished Core I5 2.8GHz 4GB RAM 320GB Hard Driv,"KSh 21,999"
DELL Latitude E7250 Refurbished Intel Core I7 5th Gen 4GB 128GB SSD 12,"KSh 27,700"
"Asus E410-Intel® Celeron®-128GB SSD-4GB RAM-14"" FHD-Windows 11-Black-A","KSh 35,000"
HP Refurbished Mini 5102 Intel Atom Storage 2GB RAM / 250GB HDD - Wifi,"KSh 12,499"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + D","KSh 29,999"
HP REFURBISHED HP 3125/4GB RAM/320 HDD/ AMD/BLACK STICKER,"KSh 15,500"
"HP Refurbished Elitebook 820 , Core I5, 8GB RAM 500GB HDD -12.5""","KSh 22,753"
"HP Refurbished Elitebook 840 Core I5, 16GB RAM 1TB HDD -14"", Black","KSh 29,998"
"Lenovo Ideapad 3 - Intel Core I5-1135G7 (11th Generation) - 14"" - 8GB ","KSh 74,995"
"DELL Refurbished Latitude E7270 6th Generation- 12.5"" Intel Core I5 - ","KSh 29,999"
Apple Refurbished MacBook Pro Retina Display Core I5 8GB 256GB SSD 2.7,"KSh 65,899"
HP Revolve HP 810 Refurbished Coi5/ 8Gb RAM/256 SSD /Touchscreen+ Free,"KSh 23,999"
DELL Refurbished Latitude E7250 Core I7 8GB 256GB SSD 5th Gen 12.5 Inc,"KSh 29,599"
Microsoft Surface Pro 8,"KSh 100,000"
"Lenovo IDEAPAD 3 15ITL6 CORE I5-1135G7, 14"", 8GB-512GB SSD-DOS, ARCTIC","KSh 67,999"
HP 8th Gen Core I7 16 GB Ram 512 GB SSD-Refurbished Folio 1030 G3 X360,"KSh 69,999"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I5 ","KSh 31,000"
Lenovo Thinkpad T460s Refurbished -Core I5 -7th Gen-8GB RAM -256GB SSD,"KSh 28,999"
"HP Pavilion 14 X360 I5 8gb -512ssd Hdd - Windows 10 Home- 14"" Screen","KSh 81,700"
HP REFURBISHED SPECTRE X2 PRO DETACHABLE *TOUCH SCREEN* 4GB 256SSD WIN,"KSh 24,999"
"HP Refurbished EliteBook 8440p Core I5, 4GB Ram,500GB + FREE 32GB FLAS","KSh 16,800"
"HP Refurbished HP Elite Book 820 -Corei5-4GBRAM-500GB- WIN 10 12"" Slim","KSh 28,000"
HP Refurbished EliteBook 840 G1 Core I7 500GB 4GB RAM 14 Inch Windows ,"KSh 28,900"
Apple Refurbished MacBook Pro 13 Core I5 16GB 1TB HDD 2.5GHz 2012 13.3,"KSh 46,899"
Lenovo Yoga 11e Refurbished Intel Celeron Convertible-4GB RAM-128GB SS,"KSh 16,499"
"Lenovo Refurbished Thinkpad X250 Core I7 4GB 500GB HDD 5th Gen 12.5"" W","KSh 24,599"
HP BRAND NEW SEALED CELERON 15 4GB 500HDD 15.6'' INCHES DOS,"KSh 40,999"
"HP Refurbished Elitebook Folio 9480 - 14"" - Intel Core I7- 4GB RAM - 5","KSh 26,999"
"HP Refurbished Elitebook 820 G1, Core I5, 4GB RAM 500GB HDD -12.5"", Bl","KSh 19,999"
HP 16GB/512GB /SSD Refurbished 7th Generation ELITEBOOK X360-1030 G2 C,"KSh 67,000"
"HP Refurbished EliteBook 820 G1, Core I5, 8GB Ram - 128GB SSD - 12.5"" ","KSh 20,000"
"HP Refurbished Stream 11 Pro G2 - Intel Celeron N3050 11.6"" 4GB RAM 64","KSh 16,399"
"HP Refurbished EliteBook 840 G4 Intel Core I5 6th Gen 16GB, 256GB SSD ","KSh 33,980"
"HP Refubised Folio 1030 G2 X360 7th Gen Core I7 16gb Ram 512Gb SSD-13""","KSh 68,999"
