Product, Price
"HP EliteBook 830 G7, Core I5-10310U, 16GB Ram, 256GB SSD, Windows 10 P","KSh 96,499"
"Lenovo Ideapad 3 - Intel Core I5-1135G7 (11th Generation) - 14""-8GB RA","KSh 75,995"
HP Elitebook 840 G1 8GB RAM 1 TB Storage Refurbished Intel Core I5,"KSh 24,000"
DELL Latitude E7250 Refurbished Intel Core I7 5th Gen 4GB 128GB SSD 12,"KSh 24,900"
HP Elitebook 745 G1 8GB RAM 1 TB Storage Refurbished AMD A8 With Graph,"KSh 25,300"
"Lenovo Yoga 370 Refurbished Core I5 7th Gen, 8GB, 256GB SSD, 13.3″ FHD","KSh 35,999"
"HP Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM-500GB HDD -1","KSh 24,999"
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 4GB RAM + Fr","KSh 22,490"
"HP Refurbished Elitebook 840 Core I5,8gb Ram,500gb HDD + FREE WIRELESS","KSh 23,500"
Acer Refurbished Aspire One 10.1”- Storage 250GB HDD / 2GB RAM- Camera,"KSh 13,500"
"HP Refurbished EliteBook 8460p Core I5, 8GB Ram, 500GB + FREE Mouse","KSh 22,099"
"Lenovo BRAND NEW Ideapad 3 Intel Celeron (N Series) 14"" INCHES 4GB RAM","KSh 39,999"
HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Si,"KSh 28,000"
HP REFURBISHED 8440 CORE I5 4GB 1TB,"KSh 20,500"
HP Refurbished EliteBook 820 G2 Core I5 5th Gen 2.3GHz 4GB Ram 500GB H,"KSh 20,700"
"Lenovo Refurbished ThinkPad T430 - 14"" - Intel Core I5 3rd Gen - 500GB","KSh 21,900"
DELL Refurbished Latitude E7450 HD Display Core I7 4GB RAM 500GB HDD 1,"KSh 30,899"
HP Refurbished 820 G3 Core I5 8Gb Ram 500Gb HDD 6th Generation.,"KSh 29,999"
"HP Elitebook 840 G1 Refurbished 8GB, 500GB HDD I5","KSh 20,500"
"HP Refurbished Elitebook 840 Core I5, Slim Model , 8GB RAM 500GB HDD -","KSh 21,999"
"HP Refurbished EliteBook 840 G2 5th Gen, Intel Core I7, 1TB HDD, 8GB R","KSh 29,999"
Lenovo Refurbished Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.,"KSh 19,999"
"DELL Refurbished 3160 12"" Touchscreen Intel Celeron 4GB, 320GB- Grey","KSh 17,500"
HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 500GB SSD 6th Gen 12.5,"KSh 26,000"
HP REFURBISHED 840 G3 *TOUCH SCREEN* CORE I5 8GB 500 HDD 14'' INCHES W,"KSh 29,999"
"DELL Refurbished Latitude 3189, 6th Gen 4GB, 128GB SSD TOUCHSCREEN","KSh 19,900"
"HP EliteBook 820 G3 Touchscreen Core I5 16GB-256GB SSD 6th Gen 12.5"" R","KSh 32,999"
"Apple MacBook Pro 2019 Core I7, 16GB RAM, 256GB SSD 15 INCH - GREY","KSh 150,000"
HP ELITEBOOK 1030 G2 X360 Touchscreen 7th Gen Core I5 8gb Ram 512SSD G,"KSh 60,999"
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 4GB RAM 500GB HDD","KSh 20,999"
HP Spectre X360 Convertible Laptop - 16t-f000,"KSh 220,000"
"HP 8GB, 1TB HDD Refurbished EliteBook 840 G3 Intel Core I7 6th Gen Win","KSh 36,000"
Lenovo Refurbished Thinkpad Dualcore - 4 GB RAM - 320 HDD 11.6'' - Bla,"KSh 13,999"
"Lenovo Refurbished Thinkpad X250 Intel Core I5-5300u-4GB RAM, 500GB HD","KSh 20,999"
HP Refurbished 6th Gen EliteBook 840 G3 Core I5-8GB - 500GB HDD - Win ,"KSh 29,000"
"Lenovo ThinkPad T460s Refurbished - 14"" - Intel Core I5 - 256GB SSD - ","KSh 38,000"
DELL Refurb XPS 13 9350 6thgen I7/16/256SSDTouch 2.2Ghz,"KSh 50,999"
"Lenovo ThinkPad X240 Touchscreen 12.5"" Refurbished,Core I7,8GB RAM, 50","KSh 35,000"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + L","KSh 29,999"
"HP 8th Generation 8GB, 256 GB SSD Refurbished 840 G5 Intel Core I5 Win","KSh 43,999"
HP Pavilion Aero13 Aero Refurbished 13 AMD Ryzen 5 16GB RAM 512GB SSD ,"KSh 60,000"
Lenovo Refurbished Thinkpad X240 Intel Core I5 4GB/500GB HDD 12.5'' Bl,"KSh 18,999"
Lenovo Refurbished Thinkpad 11E Celeron - 4 GB RAM - SSD 128GB 11.6'' ,"KSh 13,999"
"HP Certified Refurbished ProBook X360 11 G2 , Intel Core I5, 8GB RAM, ","KSh 31,999"
"HP Notebook 15-Intel® Celeron®-15.6""-4GB RAM-500GB HDD-Windows 10-Blac","KSh 31,000"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + G","KSh 31,499"
"Lenovo ThinkPad T470s Refurbished Intel Core I7-6600U 6th Gen, 8GB RAM","KSh 35,499"
"DELL Refurbished Latitude 7280, Core I5 -7300U 7th Gen 2.60GHz, 8GB RA","KSh 29,999"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 5th Gen 14,"KSh 35,890"
HP Refurbished Mini 5103 Intel 250GB HDD -2GB RAM- Camera - WiFi - Win,"KSh 14,399"
HP Refurbished Hp 250 G8 Intel Core I5 11th Gen 8GB RAM 256GB SSD 15.6,"KSh 37,000"
"Lenovo LenovoThinkPad-Refurbished T440P, Core I5, 8GB Ram, 128GB SSD, ","KSh 26,600"
Lenovo Refurbished Thinkpad T440 Intel Core I5 4GB 500GB - Black,"KSh 21,800"
"Lenovo ThinkBook 14 G2 Intel Core I5 1135G7 11th Generation, 8GB RAM 1","KSh 84,999"
HP Refurbished Elitebook 840 G4 7th Gen Core I7 8GB Ram 256GB Ssd - 14,"KSh 42,999"
HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 1TB 14' INCHES SILVER,"KSh 20,999"
"DELL Refurbished 3189 Pentium Touchscreen - 8 GB/256 GB SSD 11.6""+FREE","KSh 22,500"
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.,"KSh 23,999"
"HP HPElitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,256GB SSD-Refurbi","KSh 48,999"
"HP REFURBISHED Zbook Studio Core I7 16gb Ram 512 Gb Ssd, 4gb Dedicated","KSh 70,000"
Hewlett Packard Elitebook 840 G2,"KSh 29,000"
"HP Refurbished ProBook 655 G1 Notebook AMD A10 - 8GB RAM - 500 GB HDD,","KSh 28,000"
HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 256GB SSD 6th Gen 12.5,"KSh 27,400"
Generic 50pcs Fiber Optic Quick Fast Connector Adapter For UPC FTTH SC,"KSh 2,078"
"Asus BRAND NEW ASUS X543U 15.6"" INCHES INTEL Core I3 ,1TB HDD, 4GB RAM","KSh 60,000"
"HP Refurbished Elitebook , Core I5, 16GB RAM 1TB HDD -12.5"", Black","KSh 33,999"
"HP Refurbished EliteBook 840 G4 Intel Core I5 6th Gen 8GB, 256GB SSD W","KSh 33,799"
"HP Refurbished Elitebook 840 G3 Touchscreen 14"" Intel Core I5-6300U 2.","KSh 33,000"
"Lenovo ThinkBook 14 G2 Intel Core I5 1135G7 11th Generation, 8GB RAM 1","KSh 84,999"
HP Refurbished Elitebook 840 G4 7th Gen Core I7 8GB Ram 256GB Ssd - 14,"KSh 42,999"
"HP Refurbished ProBook 655 G1 Notebook AMD A10 - 8GB RAM - 500 GB HDD,","KSh 28,000"
HP REFURBISHED ELITEBOOK 8460P CORE I5 8GB 1TB 14' INCHES SILVER,"KSh 20,999"
"DELL Refurbished 3189 Pentium Touchscreen - 8 GB/256 GB SSD 11.6""+FREE","KSh 22,500"
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.,"KSh 23,999"
"HP HPElitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,256GB SSD-Refurbi","KSh 48,999"
"HP REFURBISHED Zbook Studio Core I7 16gb Ram 512 Gb Ssd, 4gb Dedicated","KSh 70,000"
Hewlett Packard Elitebook 840 G2,"KSh 29,000"
"HP Clean Refurbished ProBook 640 G1 Core I5, 8GB RAM, 1TB HDD, Windows","KSh 25,999"
Generic 50pcs Fiber Optic Quick Fast Connector Adapter For UPC FTTH SC,"KSh 2,078"
"Lenovo REFURBISHED THINKPAD EDGE E535 AMD, 4GB RAM,320 GB HDD+FREE MOU","KSh 15,800"
"HP EliteBook X360 1030 G2 13.3"" Intel Core I7 2.6 GHz, 16GB RAM, 512GB","KSh 66,999"
HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 256GB SSD 6th Gen 12.5,"KSh 27,400"
"DELL Latitude 3590 Intel Core I3-8130U X2 2.2GHz 16GB 256GB SSD 15.6"" ","KSh 36,000"
"Asus BRAND NEW ASUS X543U 15.6"" INCHES INTEL Core I3 ,1TB HDD, 4GB RAM","KSh 60,000"
"HP Refurbished Elitebook , Core I5, 16GB RAM 1TB HDD -12.5"", Black","KSh 33,999"
"HP Refurbished Elitebook 840 G3 Touchscreen 14"" Intel Core I5-6300U 2.","KSh 33,000"
"Lenovo Lenovo-X1 Yoga Ultrabook-Refurbished Core I7-6500U, 8GB RAM, 25","KSh 50,349"
"Asustek ZEPHYRUS G14, RYZEN 7, 16GB RAM, 512 SSD, 4GB NVIDIA ,GAMING L","KSh 200,200"
"HP Refurbished Elitebook 820G1,12.5"",Intel Core I5 8GB RAM, 500GB HDD","KSh 22,999"
HP Refurbished Elitebook 1030 G3 X360 Core I5 8GB 512GB SSD 2in1 13.3 ,"KSh 51,400"
HP Elitebook 840 G1 8GB RAM 500gb Storage Refurbished Intel Core I5,"KSh 22,999"
"DELL Refurbished Latitude E7270 6th Generation- 12.5"" Intel Core I7 - ","KSh 33,333"
"HP Refurbished EliteBook 840 G4 Core I5 8GB 256GB SSD 14"" Touchscreen ","KSh 32,990"
"HP Refubised Folio 1030 G2 X360 7th Gen Core I5 8gb Ram 256Gb SSD-13""","KSh 45,999"
HP Refurbished Elitebook 840 G2 5th Gen Core I5 -8GB RAM-500GB HDD -14,"KSh 23,500"
"Lenovo Refurbished ThinkPad T470 - Intel Core I5, 4GB RAM, 500GB","KSh 26,900"
"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 500GB HDD","KSh 22,999"
HP Pavilion X360 Core I5 8gb Ram - 256 Ssd Hard Drive - Silver,"KSh 84,000"
HP Refurbished EliteBook 840 G3 Core I7-6600U -8GB - 256GB Ssd – Win 1,"KSh 35,900"
"HP Refurbished EliteBook 840 G2 5th Gen, Intel Core I7, 500HDD, 8GB RA","KSh 26,999"
DELL REFURBISHED DELL LATITUDE 3150 - 11.6CELERON - CPU- N2840 4GB RAM,"KSh 15,300"
"Lenovo 14"" - Intel Celeron - 1TB HDD - 4GB RAM - Windows 10 - Grey + P","KSh 31,499"
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel -Touchscreen- 11.6""- 4","KSh 15,799"
"Asus E410-14"" FHD-Intel Celeron-128GB SSD-4GB RAM-Windows 11-Black+Key","KSh 39,999"
Apple Refurbished MacBook Pro 13 Core I5 16GB 1TB HDD 2.5GHz 2012 13.3,"KSh 42,899"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 500GB HDD, 8GB RA","KSh 29,999"
"HP Refurbished EliteBook 840 G1 Intel Core I5 14"" 500GB, 4GB - Black +","KSh 22,999"
Lenovo Refurbished Thinkpad 11e Intel Celeron 8GB RAM 128GB Ssd 11.6 I,"KSh 14,999"
Lenovo Refurbished ThinkPad X250 Intel Core I5 4GB/500GB HDD 12.5'' Bl,"KSh 20,500"
HP Refurbished Elitebook X360 1030 G3 Core I5 8GB 512GB SSD 2in1 13.3 ,"KSh 52,900"
"HP Refurbished EliteBook 840 G3 Core I5 8GB 256GB SSD 14"" 6th Gen Ultr","KSh 28,900"
"HP EliteBook X360 1030 G2 13.3"" Intel Core I7 2.6 GHz, 16GB RAM, 512GB","KSh 66,999"
"HP Refurbished EliteBook 8440p, Intel Core I5, 4GB-RAM, 500GB-HDD, 14.","KSh 16,000"
HP BRAND NEW SEALED HP 15 CORE I7 8GB 512SSD 15.6'' INCHES,"KSh 109,000"
"Lenovo Refurbished 8GB RAM, 500GB HDD Lenovo ThinkPad 11E 12"" Celeron ","KSh 15,675"
Apple Refurbished MacBook Pro 13 Core I5 16GB 1TB HDD 2.5GHz 2012 13.3,"KSh 42,899"
"HP Refurbished EliteBook 840 G1 Intel Core I5 14"" 500GB HDD, 8GB RAM- ","KSh 20,900"
"HP EliteBook 840 G1 Intel Core I5 14"" 4GB RAM 1TB HDD WINDOWS 10 PRO","KSh 23,999"
"HP Refurbished EliteBook 840 G2 Core I5 500GB HDD 4GB RAM 14"" Display ","KSh 25,900"
"HP Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz, 4GB RAM 500GB HD","KSh 20,999"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 4th Gen 14,"KSh 31,990"
"DELL Refurbished Latitude 7480 14"" - Intel Core I5 - 256GB SSD - 8GB R","KSh 28,499"
HP BRAND NEW SEALED HP 250 G8 10TH GEN CORE I5 8GB 1TB 15.6'' INCHES,"KSh 87,000"
"Apple MacBook Pro 13"" Inch With Retina Display 8GB RAM 256GB SSD (Mid ","KSh 185,999"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I5 ","KSh 32,000"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I7 ","KSh 37,000"
Lenovo Refurbished Thinkpad Yoga 11e Touch Screen Intel Celeron 4GB 50,"KSh 19,600"
"HP Refurbished EliteBook 840 G2 Core I5 5th Gen 4GB, 500GB HDD Windows","KSh 23,999"
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7, 8GB RAM- SSD 1TB -1","KSh 47,999"
"HP Refurbished Revolve 810 G3 Core I7 8GB RAM, 256GB SSD, 11.6""- Slive","KSh 33,499"
HP BRAND NEW SEALED 15 CORE I7 8GB RAM 1TB HDD 15.6'' INCHES WINDOWS 1,"KSh 98,999"
"Lenovo Yoga 370 Refurbished Core I5 7th Gen, 8GB, 256GB SSD, 13.3″ FHD","KSh 35,999"
"HP EliteBook X360 1030 G2 13.3"" Intel Core I5 2.6 GHz, 8GB RAM, 512 GB","KSh 53,199"
HP Refurbished Revolve 810 Convertible - Intel Core I5 Ram 4gb - Ssd 1,"KSh 21,999"
"HP Pro X2 612 Detachable Core I5, Refurbished 4GB Ram, 256GB SSD,12"" D","KSh 35,999"
"Lenovo Refurbished Thinkpad X131e 11.55"" AMD 4G RAM, 320GB HDD - Black","KSh 15,890"
"HP Clean Refurbished ProBook 640 G1 Core I5, 8GB RAM, 1TB HDD, Windows","KSh 25,999"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 4GB RAM, 320GB HDD 11.","KSh 15,000"
Apple Refurbished MacBook Pro Retina Display Core I5 8GB 256GB SSD 2.7,"KSh 65,899"
"Lenovo V15 INTEL CELERON N4020 4 GB RAM 1TB HDD DOS 15.6"" IRON GREY","KSh 33,499"
"HP PROBOOK 450 (refurb) Celeron- 8GB RAM, 500GB HDD + WIN 10+AVG+ANTIT","KSh 24,999"
HP REFURBISHED 1030 G2 X360 TOUCHSCREEN CORE I5 16GB 512SSD GEN 7TH IN,"KSh 60,999"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 500GB HDD, 8GB RA","KSh 29,999"
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7, 8GB RAM- SSD 256GB ","KSh 34,999"
HP 15 Core I3 12 Gb Ram - 256 Ssd Hard Drive - Silver + Free Back Pack,"KSh 59,800"
Lenovo Refurbished Thinkpad X1 Carbon Core I7 8GB 256GB SSD 5th Gen 14,"KSh 32,790"
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 500GB HDD, 4GB RA","KSh 22,999"
"HP Refurbished Elitebook 820, 12.5"", Core I5, 8GB RAM 128GB SSD","KSh 18,525"
"HP Refurbished HP EliteBook 820 G1 Core I7 4GB RAM 500GB HDD, Slim Ult","KSh 25,999"
"HP Refurbished EliteBook 820 G3 Core I5 6th Gen, 8GB RAM 256GB SSD -12","KSh 24,499"
"Lenovo Refurbished Thinkpad T440 Core I5,4GB RAM 500GB 14"" - Win 10","KSh 19,500"
DELL E6440 Corei5 4GB / 500GB Refurb,"KSh 19,999"
"HP REFURBISHED ELITEBOOK 8460 CORE I5,8GB RAM ,500GB HDD 14' INCHES+ F","KSh 17,500"
Asus BRAND NEW SEALED E410M CELERON 4GB RAM 128 SSD 14' INCHES WINDOWS,"KSh 39,999"
"HP REFURBISHED 7TH GEN EliteBook X360 1030 G3 13.3"" Intel Core I7, 8GB","KSh 67,000"
"DELL Refurbished Latitude E7480- 14"" Intel Core I5 - 8GB RAM -256GB SS","KSh 28,449"
Lenovo Refurbished Thinkpad X1 Carbon - Intel Core I5 Ram 4gb - Ssd 12,"KSh 36,999"
"HP EliteBook 820 G3 Refurb ,6th Gen 8gb Ram 256Ssd Touch Screen 2.40GH","KSh 28,499"
"HP Refurbished EliteBook 820 G2 Core I5 5th Gen 4GB RAM 500GB 12.5"" Wi","KSh 23,999"
Lenovo Refurbished Lenovo T460s Core I5 8GB 256GB SSD 14″ Full HD /6th,"KSh 27,999"
"HP Certified Refurbished ProBook X360 11 G2 , Intel Core I5, 8GB RAM, ","KSh 20,999"
"HP Refurbished 430 G1 - Intel Core I5, 4 GB RAM , 500 GB HDD - Windows","KSh 20,500"
"Asus ExpertBook 14"" Full HD Laptop, Intel Core I5 , 8GB RAM, 512GB SSD","KSh 300,000"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 Ram 4GB, HDD 320GB - 1","KSh 15,499"
"HP Refurbished EliteBook 8460p Core I5, 4GB Ram, 500GB + FREE 12GB FLA","KSh 17,700"
"Lenovo Refurbished ThinkPad T470 - Intel Core I5, 4GB RAM, 500GB","KSh 26,900"
"Lenovo Refurbished Thinkpad X131e 12.5"" Intel Celeron 4G RAM, 320GB HD","KSh 15,945"
Lenovo Refurbished Thinkpad T440p-Core I5-8GB RAM-500GB- DVDRW CAM - 1,"KSh 27,499"
HP Refurbished HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook ,"KSh 35,000"
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7, 8GB RAM- SSD 256GB ","KSh 34,499"
"Lenovo Refurbished Thinkpad X131e Intel Celeron 4GB 320GB 12.5""- Black","KSh 15,450"
"HP CLEAN REFURBISHED EliteBook X360 1030 G3 13.3"" Intel Core I5, 16GB ","KSh 64,999"
"Lenovo ThinkPad X1 Carbon Refurbished Ultrabook 14"" Intel® Core™ I5 8G","KSh 33,000"
"Lenovo Refurbished Thinkpad T470s Core I5 8GB Ram 256GB SSD, 7th Gener","KSh 31,999"
"DELL Refurbished Latitude E6430 Core I5-4GB RAM-256GB SSD- 14""-Black","KSh 18,999"
"Alldocube I35AB VBook Laptop 13.5"", Intel Celeron N3450, 8GB +128GB SS","KSh 24,999"
HP EliteBook 820 G3 Intel Core I7 8GB-256GB SSD Touchscreen 6th Gen Si,"KSh 33,999"
"Apple Refurbished MacBook Pro 13"" Mid 2012 Intel Core I5 - 16GB - 1TB ","KSh 44,800"
HP REFURBISHED ELITEBOOK 8460 CORE I5 4GB 500HDD 14' INCHES,"KSh 18,999"
HP EliteBook 820 G3 Intel Core I5 16GB-512GB SSD 6th Gen Refurbished S,"KSh 38,999"
HP EliteBook Folio 1040 G3 Core I5 16GB RAM 256GB SSD 14″ Display-Refu,"KSh 43,700"
"HP Refurbished ProBook 11 G2, Core I3 6th Gen, 500GB HDD, 8GB RAM,12"" ","KSh 24,999"
Lenovo Refurb P52s 8thgen I7 16gb Ram 512ssd With 2gb Nvidia,"KSh 64,799"
"Lenovo REFURBISHED THINKPAD YOGA 11E G5, 7th Gen X360 TOUCHSCREEN, 128","KSh 22,000"
Lenovo BRAND NEW SEALED IDEAPAD 3 CELERON 4GB 1TB DOS 14'' INCHES,"KSh 45,880"
Asus BRAND NEW SEALED E410M CELERON 4GB RAM 128 SSD 14' INCHES WINDOWS,"KSh 38,999"
"HP Brand New 14-cf2232nia Laptop - 14"" - Intel Celeron - 500GB HDD - 4","KSh 38,500"
"Lenovo V14-Intel Celeron-1TB HDD-4GB RAM-Windows 10-14"" Display-Iron G","KSh 30,599"
"Lenovo V14-Intel Celeron-1TB HDD-4GB RAM-Windows 10-14"" Display-Iron G","KSh 30,599"
"Lenovo Refurbished Thinkpad X131e Intel Core I3 4GB, 320GB 12.5"" + FRE","KSh 17,880"
HP Refurbished ProBook 430 G3 Core I5-6300u 8GB Ram-256GB SSD 13.3'',"KSh 32,700"
"HP Refurbished Elitebook 840 Touchscreen Core I5, 4GB RAM 500GB HDD -1","KSh 21,999"
"Lenovo Refurbished Lenovo X240 Intel Core I5 4GB, 500GB 12.5 INCH Blac","KSh 18,800"
"HP Refurbised 1030 G2 X360 Core I7 7th Gen 8gb Ram 256Gb SSD-13""","KSh 59,999"
Generic Laptop Stand Desktop Raise Bracket Cooling Base Lifting Holder,"KSh 1,699"
"Lenovo V14-Intel Celeron N4020-4GB RAM+1TB HDD-Windows 10-14"" Inch-Gre","KSh 29,995"
"Asus Zenbook UX425 - 14"" - Intel Core I5 - 512GB SSD - 8GB RAM - WIN10","KSh 119,799"
"HP Refurbished Elitebook - Core I5 - 320GB/4GB RAM - Sliver - 11.5""","KSh 16,999"
HP Refurbished Elitebook 840 G2 5th Gen Core I5 -8GB RAM-500GB HDD -14,"KSh 23,999"
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 256GB SSD -","KSh 28,499"
Generic Aluminum Alloy Couch Notebook Mount Sofa Foldable Laptop Stand,"KSh 2,299"
DELL BRAND NEW SEALED VOSRO 3500 CORE I5 4GB 1TB 15.6'' INCHES UBUNTU,"KSh 81,000"
HP BRAND NEW SEALED CELERON 15 4GB RAM 500GB HDD 15.6'' INCHES DOS.,"KSh 41,999"
HP Refurbished EliteBook 820 G1 Core I7 8GB RAM 500GB Slim Ultrabook L,"KSh 28,999"
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 1TB -1","KSh 32,999"
HP Refurbished EliteBook 820 G1 Core I7 8GB RAM 1TB HDD SLIM ULTRABOOK,"KSh 35,000"
"Wintouch K79 Wintouch Kids Learning Station, With Two Microphones, 1GB","KSh 9,499"
"HP Spectre X360 I7,16gb,512gbssd Convertible Laptop - 16t-f000","KSh 209,999"
"Lenovo ThinkPad T540 15.6"" FHD -2.6GHz Intel Core I5-4300M , 4GB RAM, ","KSh 20,000"
"Lenovo THINKBOOK 14 G2 ITL CORE I5-1135G7, 14"", 8GB, 512 GB SSD, DOS -","KSh 87,499"
HP Refurbished Zbook 15 G3 Core I7 16GB RAM 256GB SSD+2GB Graphics 15.,"KSh 52,900"
HP 7th Gen Core I7 16 GB Ram 512 GB SSD-Refurbished Folio 1030 G2 X360,"KSh 65,900"
HP Intel Core I5 Ram 8gb - Ssd 128gb Refurbished Revolve 810 Convertib,"KSh 20,999"
HP EliteBook 820 G3 Intel Core I5 - 8GB RAM - 500GB HDD Refurbished,"KSh 25,649"
"HP Refurbished Elitebook 820 , Core I5, 4GB RAM 500GB HDD -12.5""","KSh 21,803"
"HP EliteBook 820 G4 12"" Touchscreen, Core I5-7300U, 8GB RAM, 256GB SSD","KSh 31,000"
"Lenovo Thinkpad Refurbished T460s Intel I5, 2.80 GHz, 8GB, 256GB SSD, ","KSh 32,000"
"HP Notebook 15-Intel Celeron (N Series)-256GB SSD+4GB RAM-15.6""-Window","KSh 38,995"
HP REFURBISHED ZBOOK STUDIO CORE I7 8GB 512 SSD 4GB NVIDIA GRAPHICS CA,"KSh 55,999"
"HP 15S-FQ5015NIA Core I5 1235U 8GB 512SSD 15.6"" (BRAND NEW)","KSh 95,200"
Lenovo BRAND NEW SEALED IDEAPAD 3 CORE I5 4GB RAM 1TB HDD 15.6'' INCHE,"KSh 68,000"
HP Refubised Folio 1030 G2 X360 7th Gen Core I5 8gb 256ssd Windows 11,"KSh 52,000"
"HP Refurb EliteBook 830 G5, 8th Gen - 8gb Ram 256ssd -1.70GHz 13.3"" - ","KSh 39,999"
"HP Refurbished EliteBook 820 G1 Core I5 8GB RAM 1TB HDD, Slim Ultraboo","KSh 27,999"
"DELL Refurb Latitude E3340 -13.3"" Touchscreen -Core I3 -500GB HDD - 4G","KSh 22,799"
HP Revolve 810-Intel Core I5 8gb Ram-256gb SSD-Refurbished-Convertible,"KSh 23,275"
"Lenovo Refurbished Thinkpad T460s Core I5 8GB Ram 256GB SSD, 6th Gener","KSh 29,999"
"HP Refurbished EliteBook 840 G3 Intel Core I7 6th Gen 8GB, 256GB SSD W","KSh 34,999"
"DELL Latitude 7290 12.5 Refurbished Laptop, Intel Core I7-8650U, 256GB","KSh 52,499"
"DELL Latitude 7490 Refurbished Core I5 8th Gen, 16GB RAM, 256GB SSD, 1","KSh 37,999"
HP REFURBISHED HP ELITEBOOK 840 CORE I5 4GB 1TB 14''INCHES ''TOUCHSCRE,"KSh 23,999"
"HP Elitebook 840 G5 14"" FHD Refurbished Core I5-8250U,16GB RAM,512GB S","KSh 61,750"
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I5 ","KSh 29,000"
HP REFURBISHED 840 4TH GEN CORE I5 8GB 1 TB WINDOWS 10 14' INCHES,"KSh 26,999"
"HP REFURBISHED 1030 G2 X360 Touchscreen Intel Core I5 16gb Ram, 512ssd","KSh 65,000"
HP REFURBISHED HP ELITEBOOK 840 CORE I5 8GB 1TB 14INCHES ''TOUCHSCREEN,"KSh 26,999"
"Microsoft Surface Pro 7 12.3"" 10th Gen Intel Core I5 8gb 128gb SSD","KSh 140,000"
"HP Refurbished Revolve 810- Core I7- 8GB RAM /256 SSD - 11.6""- Sliver ","KSh 27,999"
HP Pavilion 15 I5 12gb - 512ssd 1035G1 -windows 10 - No Touch + Carry ,"KSh 89,000"
"HP ProBook X360 11 G2 , Intel Core I5 7th Gen., 8 GB RAM, 128 GB SSD, ","KSh 23,999"
Generic Binai S8 4G Tablet 8 Inch SC9863A 3GB+32GB,"KSh 15,750"
HP REFURBISHED 840 4TH GEN CORE I5 8GB 1TB WINDOWS 10,"KSh 26,999"
"HP 15 11th Gen , 8gb 256ssd 15.6inches - Core I5","KSh 73,999"
"HP Refurbished EliteBook 820 G1 Core I5 8GB RAM 128GB 12.5"" Windows10","KSh 19,474"
HP Refurbished EliteBook 8460p Core I5 - HDD 500GB - 4GB RAM WIFI CAM ,"KSh 17,800"
Lenovo Refurbished X131e 4GB RAM 320GB HDD + 32GB FLASH,"KSh 12,999"
"Lenovo Refurbished 4GB RAM, 320GB Hard Disk Lenovo ThinkPad 12.5"" Inte","KSh 13,200"
"HP Refurbished Elitebook 820 12.5"", Intel Core I5 4GB, 500GB - Black +","KSh 23,600"
HP Refurbished Hp Elitebook 840 G1 Core I5 4GB RAM/1TB HDD ''TOUCHSCRE,"KSh 28,999"
"Lenovo Refurbished T470s Core I7 12GB 256GB SSD 6th Gen 14"" FHD Displa","KSh 30,900"
"Lenovo Refurbished X131e 12"" 4GB RAM 320GB HDD + MOUSE","KSh 12,800"
"HP Refurbished Elitebook 820 G1, Core I5 Processor, 8GB RAM 128GB SSD ","KSh 18,525"
Generic World Map Speed Game Mouse Pad Mat Laptop Gaming Mousepad 900x,"KSh 2,029"
